Date,Store,Product_Item,Quantity,Sales,Promotion,Holiday
2024-09-28,Jayanagar,Shampoo,176,45760,No,No
2024-09-28,Jayanagar,Detergent,208,43680,No,No
2024-09-28,Jayanagar,Curd,178,6230,No,No
2024-09-28,Jayanagar,Toothpaste,164,15580,No,No
2024-09-28,Jayanagar,Tea Powder,75,10500,No,No
2024-09-28,Jayanagar,Cheese,178,26700,No,No
2024-09-28,Jayanagar,Onion,176,5280,Yes,No
2024-09-28,Jayanagar,Chicken 1kg,46,11960,No,No
2024-09-28,Jayanagar,Potato,147,4116,No,No
2024-09-28,Jayanagar,Soft Drink,219,9855,No,No
2024-09-28,Jayanagar,Biscuits,212,5300,No,No
2024-09-28,Jayanagar,Juice,174,10440,No,No
2024-09-28,Jayanagar,Cooking Oil,205,36900,No,No
2024-09-28,Jayanagar,Face Wash,235,51700,No,No
2024-09-28,Jayanagar,Eggs Pack,33,2970,No,No
2024-09-29,BTM-2,Ice Cream,142,17040,No,No
2024-09-29,BTM-2,Bread,180,7200,No,No
2024-09-29,BTM-2,Rice 5kg,164,57400,No,No
2024-09-29,BTM-2,Biscuits,32,800,No,No
2024-09-29,BTM-2,Potato,28,784,No,No
2024-09-29,BTM-2,Shampoo,168,43680,No,No
2024-09-29,BTM-2,Soft Drink,206,9270,No,No
2024-09-29,BTM-2,Tea Powder,134,18760,No,No
2024-09-29,BTM-2,Baby Wash,213,38340,No,No
2024-09-29,BTM-2,Juice,198,11880,No,No
2024-09-29,BTM-2,Cooking Oil,243,43740,Yes,No
2024-09-29,BTM-2,Maggi,278,5004,Yes,No
2024-09-29,BTM-2,Chips,36,720,No,No
2024-09-29,BTM-2,Curd,109,3815,No,No
2024-09-29,Koramangala,Tomato,141,4935,No,No
2024-09-29,Koramangala,Face Wash,231,50820,No,No
2024-09-29,Koramangala,Tea Powder,157,21980,Yes,No
2024-09-29,Koramangala,Detergent,64,13440,No,No
2024-09-29,Koramangala,Cooking Oil,31,5580,No,No
2024-09-29,Koramangala,Chips,109,2180,No,No
2024-09-29,Koramangala,Cheese,62,9300,No,No
2024-09-29,Koramangala,Eggs Pack,66,5940,Yes,No
2024-09-29,Koramangala,Butter,93,8835,No,No
2024-09-29,Koramangala,Chicken 1kg,212,55120,No,No
2024-09-29,Koramangala,Ice Cream,70,8400,No,No
2024-09-29,Koramangala,Apple,104,14560,No,No
2024-09-29,Koramangala,Curd,235,8225,No,No
2024-09-29,Koramangala,Bread,195,7800,No,No
2024-09-29,Koramangala,Maggi,189,3402,No,No
2024-09-29,Koramangala,Potato,33,924,No,No
2024-09-29,Koramangala,Rice 5kg,30,10500,No,No
2024-09-29,Koramangala,Milk 1L,126,6930,Yes,No
2024-09-29,HSR Layout,Soft Drink,293,13185,Yes,No
2024-09-29,HSR Layout,Apple,63,8820,No,No
2024-09-29,HSR Layout,Chips,234,4680,Yes,No
2024-09-29,HSR Layout,Baby Wash,91,16380,Yes,No
2024-09-29,HSR Layout,Chocolate,75,2250,Yes,No
2024-09-29,HSR Layout,Detergent,50,10500,Yes,No
2024-09-29,HSR Layout,Potato,50,1400,No,No
2024-09-29,HSR Layout,Milk 1L,134,7370,No,No
2024-09-29,HSR Layout,Face Wash,235,51700,No,No
2024-09-29,HSR Layout,Shampoo,145,37700,Yes,No
2024-09-29,HSR Layout,Soap,24,1080,No,No
2024-09-29,HSR Layout,Cooking Oil,220,39600,No,No
2024-09-29,HSR Layout,Juice,120,7200,No,No
2024-09-29,HSR Layout,Rice 5kg,278,97300,Yes,No
2024-09-29,Electronic City,Toothpaste,66,6270,No,No
2024-09-29,Electronic City,Milk 1L,174,9570,No,No
2024-09-29,Electronic City,Rice 5kg,80,28000,Yes,No
2024-09-29,Electronic City,Onion,60,1800,No,No
2024-09-29,Electronic City,Paneer,138,15180,No,No
2024-09-29,Electronic City,Butter,158,15010,No,No
2024-09-29,Electronic City,Curd,147,5145,No,No
2024-09-29,Electronic City,Chocolate,130,3900,Yes,No
2024-09-29,Electronic City,Soap,102,4590,Yes,No
2024-09-29,Electronic City,Chips,57,1140,No,No
2024-09-29,Electronic City,Biscuits,27,675,No,No
2024-09-29,Electronic City,Eggs Pack,33,2970,Yes,No
2024-09-29,Indiranagar,Curd,135,4725,No,No
2024-09-29,Indiranagar,Toothpaste,293,27835,Yes,No
2024-09-29,Indiranagar,Face Wash,108,23760,No,No
2024-09-29,Indiranagar,Cheese,175,26250,No,No
2024-09-29,Indiranagar,Cooking Oil,110,19800,No,No
2024-09-29,Indiranagar,Soft Drink,159,7155,No,No
2024-09-29,Indiranagar,Chocolate,213,6390,No,No
2024-09-29,Indiranagar,Onion,141,4230,No,No
2024-09-29,Indiranagar,Bread,63,2520,Yes,No
2024-09-29,Indiranagar,Milk 1L,223,12265,No,No
2024-09-29,Whitefield,Tea Powder,156,21840,No,No
2024-09-29,Whitefield,Soap,228,10260,No,No
2024-09-29,Whitefield,Toothpaste,235,22325,Yes,No
2024-09-29,Whitefield,Face Wash,206,45320,No,No
2024-09-29,Whitefield,Biscuits,177,4425,No,No
2024-09-29,Whitefield,Apple,140,19600,No,No
2024-09-29,Whitefield,Banana,112,5600,No,No
2024-09-29,Whitefield,Onion,183,5490,No,No
2024-09-29,Whitefield,Maggi,178,3204,No,No
2024-09-29,Whitefield,Ice Cream,50,6000,No,No
2024-09-29,Whitefield,Chips,156,3120,No,No
2024-09-29,Marathahalli,Chicken 1kg,32,8320,No,No
2024-09-29,Marathahalli,Tea Powder,105,14700,No,No
2024-09-29,Marathahalli,Baby Wash,195,35100,Yes,No
2024-09-29,Marathahalli,Chocolate,85,2550,No,No
2024-09-29,Marathahalli,Coffee,135,37800,Yes,No
2024-09-29,Marathahalli,Tomato,58,2030,No,No
2024-09-29,Marathahalli,Shampoo,166,43160,No,No
2024-09-29,Marathahalli,Soap,224,10080,No,No
2024-09-29,Marathahalli,Curd,182,6370,No,No
2024-09-29,Marathahalli,Detergent,105,22050,Yes,No
2024-09-29,Marathahalli,Banana,162,8100,No,No
2024-09-29,Marathahalli,Chips,159,3180,Yes,No
2024-09-29,Jayanagar,Shampoo,219,56940,Yes,No
2024-09-29,Jayanagar,Face Wash,288,63360,Yes,No
2024-09-29,Jayanagar,Milk 1L,223,12265,No,No
2024-09-29,Jayanagar,Chips,141,2820,No,No
2024-09-29,Jayanagar,Juice,52,3120,No,No
2024-09-29,Jayanagar,Chicken 1kg,140,36400,No,No
2024-09-29,Jayanagar,Eggs Pack,151,13590,No,No
2024-09-29,Jayanagar,Tomato,117,4095,No,No
2024-09-29,Jayanagar,Potato,63,1764,No,No
2024-09-29,Jayanagar,Baby Wash,234,42120,No,No
2024-09-29,Jayanagar,Soft Drink,210,9450,No,No
2024-09-29,Jayanagar,Onion,181,5430,No,No
2024-09-29,Jayanagar,Chocolate,113,3390,Yes,No
2024-09-29,Jayanagar,Curd,89,3115,Yes,No
2024-09-29,Jayanagar,Soap,74,3330,Yes,No
2024-09-30,BTM-2,Detergent,39,8190,No,No
2024-09-30,BTM-2,Chips,183,3660,Yes,No
2024-09-30,BTM-2,Chicken 1kg,161,41860,No,No
2024-09-30,BTM-2,Juice,28,1680,Yes,No
2024-09-30,BTM-2,Onion,148,4440,No,No
2024-09-30,BTM-2,Paneer,44,4840,Yes,No
2024-09-30,BTM-2,Biscuits,164,4100,No,No
2024-09-30,BTM-2,Curd,174,6090,No,No
2024-09-30,BTM-2,Chocolate,106,3180,Yes,No
2024-09-30,BTM-2,Cooking Oil,150,27000,Yes,No
2024-09-30,BTM-2,Cheese,51,7650,No,No
2024-09-30,BTM-2,Apple,147,20580,No,No
2024-09-30,BTM-2,Toothpaste,80,7600,Yes,No
2024-09-30,Koramangala,Shampoo,20,5200,No,No
2024-09-30,Koramangala,Cheese,32,4800,Yes,No
2024-09-30,Koramangala,Chips,137,2740,No,No
2024-09-30,Koramangala,Apple,109,15260,No,No
2024-09-30,Koramangala,Maggi,68,1224,Yes,No
2024-09-30,Koramangala,Banana,40,2000,Yes,No
2024-09-30,Koramangala,Paneer,169,18590,No,No
2024-09-30,Koramangala,Bread,34,1360,No,No
2024-09-30,Koramangala,Coffee,196,54880,No,No
2024-09-30,Koramangala,Curd,195,6825,Yes,No
2024-09-30,Koramangala,Ice Cream,70,8400,No,No
2024-09-30,HSR Layout,Maggi,79,1422,No,No
2024-09-30,HSR Layout,Soft Drink,180,8100,Yes,No
2024-09-30,HSR Layout,Tomato,130,4550,No,No
2024-09-30,HSR Layout,Paneer,88,9680,Yes,No
2024-09-30,HSR Layout,Eggs Pack,70,6300,No,No
2024-09-30,HSR Layout,Baby Wash,63,11340,Yes,No
2024-09-30,HSR Layout,Cooking Oil,171,30780,No,No
2024-09-30,HSR Layout,Ice Cream,185,22200,No,No
2024-09-30,HSR Layout,Cheese,180,27000,No,No
2024-09-30,HSR Layout,Face Wash,97,21340,No,No
2024-09-30,HSR Layout,Apple,178,24920,Yes,No
2024-09-30,HSR Layout,Rice 5kg,206,72100,Yes,No
2024-09-30,HSR Layout,Curd,107,3745,No,No
2024-09-30,HSR Layout,Juice,120,7200,No,No
2024-09-30,HSR Layout,Potato,87,2436,No,No
2024-09-30,HSR Layout,Banana,260,13000,Yes,No
2024-09-30,HSR Layout,Butter,67,6365,No,No
2024-09-30,HSR Layout,Onion,77,2310,No,No
2024-09-30,Electronic City,Potato,33,924,No,No
2024-09-30,Electronic City,Tea Powder,114,15960,No,No
2024-09-30,Electronic City,Face Wash,91,20020,No,No
2024-09-30,Electronic City,Milk 1L,249,13695,Yes,No
2024-09-30,Electronic City,Maggi,177,3186,No,No
2024-09-30,Electronic City,Chips,25,500,No,No
2024-09-30,Electronic City,Soap,141,6345,No,No
2024-09-30,Electronic City,Ice Cream,164,19680,No,No
2024-09-30,Electronic City,Coffee,136,38080,Yes,No
2024-09-30,Electronic City,Baby Wash,59,10620,No,No
2024-09-30,Electronic City,Cheese,76,11400,No,No
2024-09-30,Indiranagar,Juice,59,3540,No,No
2024-09-30,Indiranagar,Maggi,150,2700,No,No
2024-09-30,Indiranagar,Milk 1L,119,6545,No,No
2024-09-30,Indiranagar,Soft Drink,22,990,No,No
2024-09-30,Indiranagar,Chicken 1kg,234,60840,Yes,No
2024-09-30,Indiranagar,Coffee,40,11200,No,No
2024-09-30,Indiranagar,Apple,73,10220,No,No
2024-09-30,Indiranagar,Chips,92,1840,No,No
2024-09-30,Indiranagar,Rice 5kg,131,45850,No,No
2024-09-30,Indiranagar,Potato,60,1680,No,No
2024-09-30,Indiranagar,Banana,78,3900,No,No
2024-09-30,Whitefield,Juice,67,4020,No,No
2024-09-30,Whitefield,Rice 5kg,74,25900,No,No
2024-09-30,Whitefield,Butter,47,4465,No,No
2024-09-30,Whitefield,Ice Cream,172,20640,No,No
2024-09-30,Whitefield,Soft Drink,36,1620,Yes,No
2024-09-30,Whitefield,Banana,198,9900,No,No
2024-09-30,Whitefield,Tomato,206,7210,Yes,No
2024-09-30,Whitefield,Cheese,30,4500,No,No
2024-09-30,Whitefield,Chocolate,165,4950,No,No
2024-09-30,Whitefield,Detergent,52,10920,No,No
2024-09-30,Whitefield,Milk 1L,150,8250,No,No
2024-09-30,Whitefield,Apple,41,5740,Yes,No
2024-09-30,Whitefield,Eggs Pack,210,18900,Yes,No
2024-09-30,Whitefield,Toothpaste,22,2090,No,No
2024-09-30,Whitefield,Curd,32,1120,No,No
2024-09-30,Whitefield,Shampoo,41,10660,Yes,No
2024-09-30,Marathahalli,Curd,27,945,No,No
2024-09-30,Marathahalli,Butter,78,7410,No,No
2024-09-30,Marathahalli,Tomato,90,3150,No,No
2024-09-30,Marathahalli,Maggi,38,684,No,No
2024-09-30,Marathahalli,Paneer,122,13420,No,No
2024-09-30,Marathahalli,Rice 5kg,175,61250,Yes,No
2024-09-30,Marathahalli,Banana,148,7400,No,No
2024-09-30,Marathahalli,Baby Wash,182,32760,Yes,No
2024-09-30,Marathahalli,Soft Drink,197,8865,No,No
2024-09-30,Marathahalli,Bread,94,3760,No,No
2024-09-30,Marathahalli,Soap,175,7875,No,No
2024-09-30,Marathahalli,Biscuits,175,4375,No,No
2024-09-30,Marathahalli,Milk 1L,237,13035,Yes,No
2024-09-30,Jayanagar,Bread,115,4600,Yes,No
2024-09-30,Jayanagar,Chips,123,2460,No,No
2024-09-30,Jayanagar,Ice Cream,27,3240,Yes,No
2024-09-30,Jayanagar,Eggs Pack,167,15030,No,No
2024-09-30,Jayanagar,Cheese,226,33900,Yes,No
2024-09-30,Jayanagar,Banana,170,8500,No,No
2024-09-30,Jayanagar,Baby Wash,75,13500,No,No
2024-09-30,Jayanagar,Coffee,178,49840,No,No
2024-09-30,Jayanagar,Apple,35,4900,No,No
2024-09-30,Jayanagar,Maggi,144,2592,No,No
2024-09-30,Jayanagar,Curd,190,6650,No,No
2024-10-01,BTM-2,Apple,31,4340,No,No
2024-10-01,BTM-2,Shampoo,124,32240,Yes,No
2024-10-01,BTM-2,Onion,76,2280,No,No
2024-10-01,BTM-2,Cheese,58,8700,Yes,No
2024-10-01,BTM-2,Banana,48,2400,Yes,No
2024-10-01,BTM-2,Tomato,144,5040,No,No
2024-10-01,BTM-2,Juice,140,8400,Yes,No
2024-10-01,BTM-2,Curd,71,2485,Yes,No
2024-10-01,BTM-2,Bread,44,1760,Yes,No
2024-10-01,BTM-2,Chocolate,100,3000,No,No
2024-10-01,Koramangala,Chocolate,115,3450,No,No
2024-10-01,Koramangala,Ice Cream,175,21000,No,No
2024-10-01,Koramangala,Cooking Oil,67,12060,Yes,No
2024-10-01,Koramangala,Banana,118,5900,No,No
2024-10-01,Koramangala,Toothpaste,66,6270,No,No
2024-10-01,Koramangala,Shampoo,165,42900,No,No
2024-10-01,Koramangala,Apple,114,15960,Yes,No
2024-10-01,Koramangala,Chips,178,3560,No,No
2024-10-01,Koramangala,Baby Wash,49,8820,No,No
2024-10-01,Koramangala,Tea Powder,123,17220,No,No
2024-10-01,Koramangala,Onion,187,5610,No,No
2024-10-01,Koramangala,Potato,85,2380,No,No
2024-10-01,Koramangala,Juice,77,4620,No,No
2024-10-01,HSR Layout,Chicken 1kg,132,34320,Yes,No
2024-10-01,HSR Layout,Cheese,174,26100,Yes,No
2024-10-01,HSR Layout,Baby Wash,165,29700,Yes,No
2024-10-01,HSR Layout,Maggi,72,1296,No,No
2024-10-01,HSR Layout,Milk 1L,50,2750,No,No
2024-10-01,HSR Layout,Eggs Pack,48,4320,No,No
2024-10-01,HSR Layout,Tea Powder,118,16520,Yes,No
2024-10-01,HSR Layout,Rice 5kg,138,48300,No,No
2024-10-01,HSR Layout,Chips,73,1460,No,No
2024-10-01,HSR Layout,Juice,55,3300,Yes,No
2024-10-01,HSR Layout,Paneer,144,15840,No,No
2024-10-01,HSR Layout,Soft Drink,135,6075,Yes,No
2024-10-01,HSR Layout,Shampoo,134,34840,No,No
2024-10-01,HSR Layout,Toothpaste,59,5605,Yes,No
2024-10-01,HSR Layout,Biscuits,82,2050,No,No
2024-10-01,HSR Layout,Banana,74,3700,Yes,No
2024-10-01,HSR Layout,Face Wash,120,26400,No,No
2024-10-01,HSR Layout,Bread,187,7480,No,No
2024-10-01,Electronic City,Toothpaste,84,7980,No,No
2024-10-01,Electronic City,Curd,26,910,No,No
2024-10-01,Electronic City,Soft Drink,226,10170,Yes,No
2024-10-01,Electronic City,Face Wash,88,19360,No,No
2024-10-01,Electronic City,Banana,37,1850,Yes,No
2024-10-01,Electronic City,Tomato,52,1820,No,No
2024-10-01,Electronic City,Milk 1L,175,9625,No,No
2024-10-01,Electronic City,Apple,141,19740,No,No
2024-10-01,Electronic City,Onion,95,2850,No,No
2024-10-01,Electronic City,Butter,125,11875,No,No
2024-10-01,Electronic City,Baby Wash,78,14040,No,No
2024-10-01,Indiranagar,Rice 5kg,136,47600,Yes,No
2024-10-01,Indiranagar,Ice Cream,45,5400,No,No
2024-10-01,Indiranagar,Chips,191,3820,No,No
2024-10-01,Indiranagar,Cooking Oil,174,31320,No,No
2024-10-01,Indiranagar,Tea Powder,139,19460,No,No
2024-10-01,Indiranagar,Onion,176,5280,No,No
2024-10-01,Indiranagar,Eggs Pack,159,14310,Yes,No
2024-10-01,Indiranagar,Banana,249,12450,Yes,No
2024-10-01,Indiranagar,Maggi,170,3060,No,No
2024-10-01,Indiranagar,Coffee,91,25480,No,No
2024-10-01,Indiranagar,Face Wash,42,9240,No,No
2024-10-01,Indiranagar,Detergent,99,20790,No,No
2024-10-01,Indiranagar,Shampoo,84,21840,No,No
2024-10-01,Whitefield,Coffee,90,25200,No,No
2024-10-01,Whitefield,Maggi,191,3438,No,No
2024-10-01,Whitefield,Soap,40,1800,No,No
2024-10-01,Whitefield,Tomato,73,2555,No,No
2024-10-01,Whitefield,Curd,89,3115,Yes,No
2024-10-01,Whitefield,Chips,126,2520,No,No
2024-10-01,Whitefield,Bread,193,7720,No,No
2024-10-01,Whitefield,Juice,187,11220,Yes,No
2024-10-01,Whitefield,Toothpaste,149,14155,No,No
2024-10-01,Whitefield,Cheese,161,24150,Yes,No
2024-10-01,Whitefield,Chocolate,84,2520,No,No
2024-10-01,Whitefield,Soft Drink,46,2070,No,No
2024-10-01,Whitefield,Detergent,51,10710,No,No
2024-10-01,Whitefield,Onion,137,4110,No,No
2024-10-01,Whitefield,Paneer,109,11990,No,No
2024-10-01,Whitefield,Baby Wash,136,24480,No,No
2024-10-01,Whitefield,Milk 1L,95,5225,No,No
2024-10-01,Whitefield,Potato,101,2828,No,No
2024-10-01,Marathahalli,Maggi,25,450,No,No
2024-10-01,Marathahalli,Rice 5kg,135,47250,Yes,No
2024-10-01,Marathahalli,Juice,196,11760,No,No
2024-10-01,Marathahalli,Apple,90,12600,No,No
2024-10-01,Marathahalli,Butter,149,14155,Yes,No
2024-10-01,Marathahalli,Shampoo,177,46020,No,No
2024-10-01,Marathahalli,Soap,50,2250,No,No
2024-10-01,Marathahalli,Eggs Pack,58,5220,No,No
2024-10-01,Marathahalli,Tea Powder,79,11060,No,No
2024-10-01,Marathahalli,Chicken 1kg,55,14300,No,No
2024-10-01,Marathahalli,Face Wash,35,7700,No,No
2024-10-01,Marathahalli,Coffee,154,43120,No,No
2024-10-01,Marathahalli,Chocolate,52,1560,No,No
2024-10-01,Jayanagar,Baby Wash,157,28260,No,No
2024-10-01,Jayanagar,Toothpaste,197,18715,No,No
2024-10-01,Jayanagar,Chocolate,75,2250,No,No
2024-10-01,Jayanagar,Chicken 1kg,103,26780,No,No
2024-10-01,Jayanagar,Face Wash,33,7260,No,No
2024-10-01,Jayanagar,Detergent,173,36330,No,No
2024-10-01,Jayanagar,Chips,146,2920,No,No
2024-10-01,Jayanagar,Soft Drink,159,7155,No,No
2024-10-01,Jayanagar,Rice 5kg,178,62300,No,No
2024-10-01,Jayanagar,Tomato,97,3395,No,No
2024-10-01,Jayanagar,Soap,81,3645,No,No
2024-10-01,Jayanagar,Butter,151,14345,No,No
2024-10-02,BTM-2,Banana,38,1900,No,No
2024-10-02,BTM-2,Potato,136,3808,No,No
2024-10-02,BTM-2,Onion,258,7740,Yes,No
2024-10-02,BTM-2,Rice 5kg,188,65800,Yes,No
2024-10-02,BTM-2,Paneer,140,15400,Yes,No
2024-10-02,BTM-2,Face Wash,148,32560,No,No
2024-10-02,BTM-2,Toothpaste,164,15580,No,No
2024-10-02,BTM-2,Milk 1L,33,1815,No,No
2024-10-02,BTM-2,Apple,83,11620,No,No
2024-10-02,BTM-2,Shampoo,52,13520,No,No
2024-10-02,Koramangala,Tea Powder,165,23100,No,No
2024-10-02,Koramangala,Toothpaste,84,7980,No,No
2024-10-02,Koramangala,Milk 1L,113,6215,No,No
2024-10-02,Koramangala,Coffee,37,10360,No,No
2024-10-02,Koramangala,Chicken 1kg,143,37180,No,No
2024-10-02,Koramangala,Butter,93,8835,No,No
2024-10-02,Koramangala,Chips,117,2340,No,No
2024-10-02,Koramangala,Apple,103,14420,No,No
2024-10-02,Koramangala,Baby Wash,128,23040,No,No
2024-10-02,Koramangala,Tomato,74,2590,No,No
2024-10-02,Koramangala,Shampoo,195,50700,No,No
2024-10-02,Koramangala,Onion,21,630,No,No
2024-10-02,Koramangala,Biscuits,21,525,No,No
2024-10-02,HSR Layout,Face Wash,199,43780,No,No
2024-10-02,HSR Layout,Biscuits,46,1150,No,No
2024-10-02,HSR Layout,Tea Powder,96,13440,No,No
2024-10-02,HSR Layout,Onion,48,1440,No,No
2024-10-02,HSR Layout,Bread,25,1000,No,No
2024-10-02,HSR Layout,Detergent,61,12810,No,No
2024-10-02,HSR Layout,Soap,157,7065,Yes,No
2024-10-02,HSR Layout,Cooking Oil,26,4680,No,No
2024-10-02,HSR Layout,Toothpaste,231,21945,Yes,No
2024-10-02,HSR Layout,Chips,175,3500,Yes,No
2024-10-02,Electronic City,Biscuits,79,1975,Yes,No
2024-10-02,Electronic City,Tea Powder,66,9240,Yes,No
2024-10-02,Electronic City,Cheese,27,4050,No,No
2024-10-02,Electronic City,Baby Wash,130,23400,Yes,No
2024-10-02,Electronic City,Chocolate,156,4680,No,No
2024-10-02,Electronic City,Shampoo,158,41080,Yes,No
2024-10-02,Electronic City,Curd,69,2415,No,No
2024-10-02,Electronic City,Paneer,79,8690,No,No
2024-10-02,Electronic City,Rice 5kg,20,7000,No,No
2024-10-02,Electronic City,Maggi,177,3186,No,No
2024-10-02,Indiranagar,Ice Cream,129,15480,No,No
2024-10-02,Indiranagar,Chocolate,109,3270,No,No
2024-10-02,Indiranagar,Tea Powder,123,17220,No,No
2024-10-02,Indiranagar,Baby Wash,83,14940,No,No
2024-10-02,Indiranagar,Chips,172,3440,No,No
2024-10-02,Indiranagar,Juice,171,10260,No,No
2024-10-02,Indiranagar,Banana,106,5300,No,No
2024-10-02,Indiranagar,Bread,106,4240,No,No
2024-10-02,Indiranagar,Chicken 1kg,53,13780,No,No
2024-10-02,Indiranagar,Biscuits,178,4450,Yes,No
2024-10-02,Indiranagar,Eggs Pack,226,20340,Yes,No
2024-10-02,Indiranagar,Cheese,163,24450,Yes,No
2024-10-02,Indiranagar,Tomato,174,6090,No,No
2024-10-02,Indiranagar,Soft Drink,165,7425,No,No
2024-10-02,Indiranagar,Detergent,116,24360,No,No
2024-10-02,Indiranagar,Apple,99,13860,No,No
2024-10-02,Indiranagar,Paneer,187,20570,No,No
2024-10-02,Indiranagar,Coffee,177,49560,No,No
2024-10-02,Whitefield,Chocolate,117,3510,Yes,No
2024-10-02,Whitefield,Soap,200,9000,No,No
2024-10-02,Whitefield,Ice Cream,46,5520,Yes,No
2024-10-02,Whitefield,Coffee,48,13440,No,No
2024-10-02,Whitefield,Cooking Oil,52,9360,Yes,No
2024-10-02,Whitefield,Banana,209,10450,Yes,No
2024-10-02,Whitefield,Maggi,184,3312,No,No
2024-10-02,Whitefield,Toothpaste,116,11020,No,No
2024-10-02,Whitefield,Detergent,141,29610,Yes,No
2024-10-02,Whitefield,Face Wash,135,29700,No,No
2024-10-02,Marathahalli,Ice Cream,241,28920,Yes,No
2024-10-02,Marathahalli,Juice,140,8400,No,No
2024-10-02,Marathahalli,Chicken 1kg,88,22880,Yes,No
2024-10-02,Marathahalli,Cheese,146,21900,No,No
2024-10-02,Marathahalli,Soft Drink,200,9000,No,No
2024-10-02,Marathahalli,Biscuits,87,2175,Yes,No
2024-10-02,Marathahalli,Soap,91,4095,No,No
2024-10-02,Marathahalli,Banana,31,1550,No,No
2024-10-02,Marathahalli,Tea Powder,109,15260,No,No
2024-10-02,Marathahalli,Tomato,123,4305,Yes,No
2024-10-02,Marathahalli,Cooking Oil,127,22860,No,No
2024-10-02,Jayanagar,Shampoo,141,36660,No,No
2024-10-02,Jayanagar,Bread,106,4240,No,No
2024-10-02,Jayanagar,Potato,118,3304,No,No
2024-10-02,Jayanagar,Soft Drink,46,2070,No,No
2024-10-02,Jayanagar,Butter,158,15010,No,No
2024-10-02,Jayanagar,Biscuits,96,2400,No,No
2024-10-02,Jayanagar,Juice,198,11880,Yes,No
2024-10-02,Jayanagar,Face Wash,162,35640,No,No
2024-10-02,Jayanagar,Rice 5kg,53,18550,No,No
2024-10-02,Jayanagar,Tea Powder,183,25620,No,No
2024-10-02,Jayanagar,Milk 1L,29,1595,No,No
2024-10-02,Jayanagar,Coffee,99,27720,No,No
2024-10-02,Jayanagar,Baby Wash,31,5580,No,No
2024-10-02,Jayanagar,Eggs Pack,28,2520,No,No
2024-10-02,Jayanagar,Cooking Oil,94,16920,No,No
2024-10-02,Jayanagar,Paneer,240,26400,Yes,No
2024-10-02,Jayanagar,Maggi,190,3420,No,No
2024-10-03,BTM-2,Juice,170,10200,No,No
2024-10-03,BTM-2,Soap,68,3060,No,No
2024-10-03,BTM-2,Ice Cream,22,2640,No,No
2024-10-03,BTM-2,Milk 1L,31,1705,No,No
2024-10-03,BTM-2,Apple,37,5180,Yes,No
2024-10-03,BTM-2,Soft Drink,191,8595,No,No
2024-10-03,BTM-2,Chicken 1kg,119,30940,No,No
2024-10-03,BTM-2,Potato,172,4816,No,No
2024-10-03,BTM-2,Cooking Oil,20,3600,No,No
2024-10-03,BTM-2,Maggi,106,1908,No,No
2024-10-03,Koramangala,Apple,69,9660,No,No
2024-10-03,Koramangala,Tomato,133,4655,No,No
2024-10-03,Koramangala,Banana,169,8450,No,No
2024-10-03,Koramangala,Cooking Oil,168,30240,No,No
2024-10-03,Koramangala,Face Wash,60,13200,No,No
2024-10-03,Koramangala,Soap,135,6075,Yes,No
2024-10-03,Koramangala,Toothpaste,166,15770,No,No
2024-10-03,Koramangala,Chips,166,3320,No,No
2024-10-03,Koramangala,Onion,40,1200,No,No
2024-10-03,Koramangala,Ice Cream,180,21600,No,No
2024-10-03,Koramangala,Maggi,195,3510,Yes,No
2024-10-03,Koramangala,Tea Powder,88,12320,No,No
2024-10-03,Koramangala,Milk 1L,211,11605,Yes,No
2024-10-03,Koramangala,Cheese,130,19500,No,No
2024-10-03,HSR Layout,Paneer,96,10560,No,No
2024-10-03,HSR Layout,Apple,72,10080,No,No
2024-10-03,HSR Layout,Toothpaste,28,2660,No,No
2024-10-03,HSR Layout,Detergent,97,20370,No,No
2024-10-03,HSR Layout,Maggi,157,2826,No,No
2024-10-03,HSR Layout,Milk 1L,21,1155,No,No
2024-10-03,HSR Layout,Onion,69,2070,No,No
2024-10-03,HSR Layout,Cheese,193,28950,Yes,No
2024-10-03,HSR Layout,Face Wash,83,18260,No,No
2024-10-03,HSR Layout,Eggs Pack,125,11250,No,No
2024-10-03,HSR Layout,Chips,95,1900,No,No
2024-10-03,HSR Layout,Cooking Oil,192,34560,No,No
2024-10-03,HSR Layout,Shampoo,136,35360,Yes,No
2024-10-03,HSR Layout,Juice,195,11700,No,No
2024-10-03,Electronic City,Rice 5kg,192,67200,Yes,No
2024-10-03,Electronic City,Apple,76,10640,Yes,No
2024-10-03,Electronic City,Cheese,155,23250,No,No
2024-10-03,Electronic City,Onion,60,1800,No,No
2024-10-03,Electronic City,Biscuits,197,4925,No,No
2024-10-03,Electronic City,Chicken 1kg,88,22880,No,No
2024-10-03,Electronic City,Baby Wash,27,4860,No,No
2024-10-03,Electronic City,Soap,164,7380,No,No
2024-10-03,Electronic City,Toothpaste,69,6555,No,No
2024-10-03,Electronic City,Bread,38,1520,No,No
2024-10-03,Electronic City,Tea Powder,40,5600,No,No
2024-10-03,Electronic City,Cooking Oil,51,9180,No,No
2024-10-03,Electronic City,Juice,209,12540,Yes,No
2024-10-03,Electronic City,Maggi,56,1008,No,No
2024-10-03,Electronic City,Butter,107,10165,Yes,No
2024-10-03,Electronic City,Curd,172,6020,Yes,No
2024-10-03,Electronic City,Banana,79,3950,No,No
2024-10-03,Indiranagar,Detergent,27,5670,No,No
